ACTIVE_ORG_1,ASSET_ID,PROBLEM_ABSTRACT,TICKET_NUMBER,TICKET_OPENED,TICKET_STATE,TICKET_TYPE,ACTIVE_ORG_x,ticket_create,month_create,year_create,ticket,ticket_type,1,2,3,4,5,6,1_2_min,2_3_min,3_4_min,4_5_min,5_6_min,first_Esc_date,Last_Esc_date,total_wt,Escalation_cnt,TICKET_OPENED_DATE,TICKET_CLOSED_DATE,TICKET_CLEARED_DATE,LAST_MODIFIED_DATE,TOD,SEVERITY,SEVERITY_CLASSIFICATION,CLIENT_NAME,LOCATION_ADDRESS_1,LOCATION_CITY,LOCATION_STATE_PROVINCE,LOCATION_ZIPPOSTAL,Client_Ticket,Clientticket,MCN,ORG_GROUP,ACTIVE_ORG_y,TICKET_CATEGORY,TICKET_TYPE_DESC_TX,RESOLUTION_TEXT,ROOT_CAUSE_DESC_TX,TROUBLE_REPT_DESC_TX,SA_TOUCHED,Tech_Touched_All,UPDATE_FLAG,Financial_Srvc,GOLIATH_Initial_Root_Cause,uno,open_fitst_min
GU-GCSC-BVP,USBANKIRTTX02R, USBANKIRTTX02R router is down at 2020-01-02 15:55:23,272868109,1/2/2020 16:02,Closed,1,GU-GCSC-BVP,1/2/2020 16:02,1,2020,,,,,,,,,,,,,,,,,,1/2/2020 16:02,1/3/2020 11:02,1/2/2020 16:04,1/3/2020 11:02,16,4,,Bank Of The West,,,,,,,D37076,D37076/002/BV,GU-GCSC-BVP,AIP,Auto Detect,Service restored before isolation,Informational,Outage/Node Down,0,0,0,BVOIP,WAN,1,
GU-GCSC-MIS,12.125.48.202,Express Ticketing: Account Access - AMERICAS SAP USERS GROUP,272868052,1/2/2020 16:02,Closed,24,GU-GCSC-MIS,1/2/2020 16:02,1,2020,,,,,,,,,,,,,,,,,,1/2/2020 16:02,1/6/2020 0:26,1/6/2020 0:11,1/6/2020 0:26,16,6,,AMERICAS SAP USERS GROUP,20 N WACKER DR,CHGO,IL,60606,,,754744,754744,GU-GCSC-MIS,,Web,"Customer Call requesting information/Non-service impacting issue (turn on IP accounting, RFO",NTF,Informational,0,1,0,MIS,NTF,1,
GR-GCSC-HMC,CTAC-BPUSPSSVGGA02R, CTAC-BPUSPSSVGGA02R router is down at 2020-01-02 15:58:05,272868135,1/2/2020 16:02,Closed,1,GR-GCSC-HMC,1/2/2020 16:02,1,2020,,,,,,,,,,,,,,,,,,1/2/2020 16:02,1/2/2020 17:54,1/2/2020 17:54,1/2/2020 17:55,16,1,,USPS - POST,600 SATELLITE BLVD NW,SUWANEE,GA,30024,INC000004692007,4692007,SJ6875A1,USPS,GR-GCSC-HMC,AIP,Auto Detect,"Any outage related to LEC/PTT that is not major: Unschedul Maint, Emergency Maint, LEC Power Outage",Network,Other,1,1,0,OUTSOURCING,WAN,1,
US-GNMC-HMC,172.23.100.25,"
[1] .1.3.6.1.4.1.733.6.3.18.1.5.0 (OctetString): ATT-1 
[2] .1.3.6.1.4.1.733.6.3.18.1.6.0 (IpAddress): 172.23.100.25 
[3] .1.0.8802.1.1.2.1.2.2.0 (OctetString): 3268 
[4] .1.0.8802.1.1.2.1.2.3.0 (OctetString): 3219 
[5] .1.0.8802.1.1.2.1.2.4.0 (OctetStri",272868112,1/2/2020 16:02,Cancel,1,US-GNMC-HMC,1/2/2020 16:02,1,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US-GNMC-IPS,0027042F6BC7,AT&T VPN Gateway [  DOWN:KISSIMMEE - INTERIOR IP:4.31.182.198    MAC:0027042F6BC7      407-944-9939 ROBERT FORD            ],272868115,1/2/2020 16:02,Cancel,1,US-GNMC-IPS,1/2/2020 16:02,1,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GU-GCSC-HMC,USPFGLCHENJ01R, USPFGLCHENJ01R router is down at 2020-01-02 15:56:35,272868073,1/2/2020 16:03,Closed,1,GU-GCSC-HMC,1/2/2020 16:03,1,2020,,,,,,,,,,,,,,,,,,1/2/2020 16:03,1/9/2020 1:04,1/9/2020 1:04,1/9/2020 1:04,16,4,,M-PINNACLE FOODS GROUP LLC.,121 WOODCREST ROAD,CHERRY HILL,NJ,80033620,,,,AM_12360601,GU-GCSC-HMC,AIP,Auto Detect,WCB Closure,Customer / Equipment,Outage/Node Down,0,1,0,EVPN,WAN,1,
US-ENTBB-SA,1404536_1,S DSL TS WIP,272868019,1/2/2020 16:03,Closed,0,US-ENTBB-SA,1/2/2020 16:03,1,2020,,,,,,,,,,,,,,,,,,1/2/2020 16:03,1/6/2020 19:19,1/6/2020 19:19,1/6/2020 19:19,16,1,,Comcast Business,,,KS,,7085359,7085359,,HSIA-E1007230,US-ENTBB-SA,,Client,Test Okay.,No Trouble Found,Circuit Down,0,1,0,BROADBAND ACCESS,,1,
US-GNMC-HMC,172.23.101.22,"
[1] .1.3.6.1.4.1.733.6.3.18.1.5.0 (OctetString): ATT-1 
[2] .1.3.6.1.4.1.733.6.3.18.1.6.0 (IpAddress): 172.23.101.22 
[3] .1.0.8802.1.1.2.1.2.2.0 (OctetString): 277 
[4] .1.0.8802.1.1.2.1.2.3.0 (OctetString): 26 
[5] .1.0.8802.1.1.2.1.2.4.0 (OctetString)",272868075,1/2/2020 16:03,Cancel,1,US-GNMC-HMC,1/2/2020 16:03,1,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US-GNMC-HMC,172.23.100.141,"
[1] .1.3.6.1.4.1.733.6.3.18.1.5.0 (OctetString): ATT-1 
[2] .1.3.6.1.4.1.733.6.3.18.1.6.0 (IpAddress): 172.23.100.141 
[3] .1.0.8802.1.1.2.1.2.2.0 (OctetString): 3863 
[4] .1.0.8802.1.1.2.1.2.3.0 (OctetString): 5003 
[5] .1.0.8802.1.1.2.1.2.4.0 (OctetStr",272868154,1/2/2020 16:03,Cancel,1,US-GNMC-HMC,1/2/2020 16:03,1,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GR-GCSC-HMC,CTAC-USUSPSLJVTX01R, CTAC-USUSPSLJVTX01R SNMP agent is unresponsive at 2020-01-02 15:59:12,272868123,1/2/2020 16:03,Closed,1,GR-GCSC-HMC,1/2/2020 16:03,1,2020,,,,,,,,,,,,,,,,,,1/2/2020 16:03,1/2/2020 16:24,1/2/2020 16:06,1/2/2020 16:24,16,1,,USPS - POST,194  CIVIC CIRCLE ,LEWISVILLE,TX,75067,INC000004692013,4692013,,USPS,GR-GCSC-HMC,AIP,Auto Detect,Service restored before isolation,Network,SNMP,0,0,0,OUTSOURCING,,1,
GU-GCSC-MIS,12.90.144.170,Circuit in MLPPP <12.90.144.169> is down at 16:00:45 01/02/2020 GMT,272868148,1/2/2020 16:03,Closed,1,GU-GCSC-MIS,1/2/2020 16:03,1,2020,,,,,,,,,,,,,,,,,,1/2/2020 16:03,1/2/2020 16:21,1/2/2020 16:07,1/2/2020 16:21,16,1,,"FOWLER RIDGE JOINT VENTURE, LLC",,,,,,,SP8371,320399,GU-GCSC-MIS,,Auto Detect,Service restored before isolation,Network,Outage/Cannot Ping,0,0,0,MIS,,1,
US-GNMC-HMC,172.23.100.161,"
[1] .1.3.6.1.4.1.733.6.3.18.1.5.0 (OctetString): ATT-1 
[2] .1.3.6.1.4.1.733.6.3.18.1.6.0 (IpAddress): 172.23.100.161 
[3] .1.0.8802.1.1.2.1.2.2.0 (OctetString): 1405 
[4] .1.0.8802.1.1.2.1.2.3.0 (OctetString): 1404 
[5] .1.0.8802.1.1.2.1.2.4.0 (OctetStr",272868156,1/2/2020 16:04,Cancel,1,US-GNMC-HMC,1/2/2020 16:04,1,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US-GNMC-HMC,9.59.0.86,SYSLOG:C6KPWR-SP-4-PSOK - 9.59.0.86 -  power supply 2 turned on.,272868158,1/2/2020 16:04,Cancel,1,US-GNMC-HMC,1/2/2020 16:04,1,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GU-GCSC-HMC,USSTOMCENMS01R, USSTOMCENMS01R router is down at 2020-01-02 15:57:28,272868151,1/2/2020 16:04,Closed,1,GU-GCSC-HMC,1/2/2020 16:04,1,2020,,,,,,,,,,,,,,,,,,1/2/2020 16:04,1/3/2020 11:02,1/2/2020 16:06,1/3/2020 11:02,16,4,,M-STATE OF MISSISSIPPI,13552   HIGHWAY 24  E,CENTREVILLE,MS,39631,,,,AM_12357348,GU-GCSC-HMC,AIP,Auto Detect,Service restored before isolation,INFO,Outage/Node Down,0,0,0,EVPN,NTF,1,
US-GNMC-HMC,172.23.100.226,"
[1] .1.3.6.1.4.1.733.6.3.18.1.5.0 (OctetString): ATT-1 
[2] .1.3.6.1.4.1.733.6.3.18.1.6.0 (IpAddress): 172.23.100.226 
[3] .1.0.8802.1.1.2.1.2.2.0 (OctetString): 744 
[4] .1.0.8802.1.1.2.1.2.3.0 (OctetString): 741 
[5] .1.0.8802.1.1.2.1.2.4.0 (OctetStrin",272868160,1/2/2020 16:04,Cancel,1,US-GNMC-HMC,1/2/2020 16:04,1,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US-GNMC-HMC,172.23.101.37,"
[1] .1.3.6.1.4.1.733.6.3.18.1.5.0 (OctetString): ATT-1 
[2] .1.3.6.1.4.1.733.6.3.18.1.6.0 (IpAddress): 172.23.101.37 
[3] .1.0.8802.1.1.2.1.2.2.0 (OctetString): 324 
[4] .1.0.8802.1.1.2.1.2.3.0 (OctetString): 72 
[5] .1.0.8802.1.1.2.1.2.4.0 (OctetString)",272868164,1/2/2020 16:04,Cancel,1,US-GNMC-HMC,1/2/2020 16:04,1,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US-ENTBB-SA,1473395_1,INFORMATIONAL OTHER DEPT WIP,272867884,1/2/2020 16:04,Closed,0,US-ENTBB-SA,1/2/2020 16:04,1,2020,,,,,,,,,,,,,,,,,,1/2/2020 16:04,1/2/2020 16:22,1/2/2020 16:09,1/2/2020 16:22,16,6,,EarthLink,,,TX,,,,,HSIA-E1011623,US-ENTBB-SA,,Client,Informational Request,INFO,Other,0,1,0,BROADBAND ACCESS,,1,
GU-GCSC-CUST,GBLMHFLON001JR, GBLMHFLON001JR interface IF-GBLMHFLON001JR/3 [Gi0/0/2] [10.7.230.252] is down at 2020-01-02 15:58:09,272868251,1/2/2020 16:04,Closed,1,GU-GCSC-CUST,1/2/2020 16:04,1,2020,,,,,,,,,,,,,,,,,,1/2/2020 16:04,1/2/2020 16:26,1/2/2020 16:05,1/2/2020 16:26,16,4,,M-LVMH MOET HENNESSY LOUIS VUITTON,12-18 GROSVENOR GARDENS,LONDON,,SW1W 0DH,,,,AM_12364111,GU-GCSC-CUST,AIP,Auto Detect,Customer Issue,Customer / Equipment,Outage/Cannot Ping,0,0,0,EVPN,,1,
US-GNMC-HMC,172.23.100.106,"
[1] .1.3.6.1.4.1.733.6.3.18.1.5.0 (OctetString): ATT-1 
[2] .1.3.6.1.4.1.733.6.3.18.1.6.0 (IpAddress): 172.23.100.106 
[3] .1.0.8802.1.1.2.1.2.2.0 (OctetString): 303 
[4] .1.0.8802.1.1.2.1.2.3.0 (OctetString): 50 
[5] .1.0.8802.1.1.2.1.2.4.0 (OctetString",272868166,1/2/2020 16:04,Cancel,1,US-GNMC-HMC,1/2/2020 16:04,1,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MO-BGTN-VOIP,AT8GA01GC01MBT04,sonusIsupSgConsolidatedCctBlockedNotification: ISUP circuit blocked event data has been consolidated. ISUP service group name: 2017WHPLNY0203T-T0056. ISUP trunk group name: 2017WHPLNY0203T-T0056. Number of ISUP circuit blocked traps suppressed: 1. Number ,272868204,1/2/2020 16:05,Closed,1,MO-BGTN-VOIP,1/2/2020 16:05,1,2020,,,,,,,,,,,,,,,,,,1/2/2020 16:05,1/2/2020 16:16,1/2/2020 16:16,1/2/2020 16:16,16,3,,,,,,,,,,VOIP,MO-BGTN-VOIP,,Auto Detect,,AT&T Facilities,Circuit,0,1,0,VOIP,,1,
MO-BGTN-VOIP,KA4MO01BHE02BASW0,bwEmergencyCallRoutingFailure-6-3552:applicationServer:emergency bwEmergencyCallRoutingFailure: There was a problem routing an emergency call to a route.  These are high severity alarms.  A critical alarm is sent if no route could be found or emergency ca,272868257,1/2/2020 16:05,Closed,1,MO-BGTN-VOIP,1/2/2020 16:05,1,2020,,,,,,,,,,,,,,,,,,1/2/2020 16:05,1/10/2020 18:13,1/10/2020 18:13,1/10/2020 18:13,16,3,,,,,,,,,,VOIP,MO-BGTN-VOIP,,Auto Detect,,CPE,Other,0,1,0,BVOIP,,1,
US-GNMC-HMC,172.23.100.144,"
[1] .1.3.6.1.4.1.733.6.3.18.1.5.0 (OctetString): ATT-1 
[2] .1.3.6.1.4.1.733.6.3.18.1.6.0 (IpAddress): 172.23.100.144 
[3] .1.0.8802.1.1.2.1.2.2.0 (OctetString): 338 
[4] .1.0.8802.1.1.2.1.2.3.0 (OctetString): 85 
[5] .1.0.8802.1.1.2.1.2.4.0 (OctetString",272868236,1/2/2020 16:05,Cancel,1,US-GNMC-HMC,1/2/2020 16:05,1,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US-GNMC-HMC,172.23.100.62,"
[1] .1.3.6.1.4.1.733.6.3.18.1.5.0 (OctetString): ATT-1 
[2] .1.3.6.1.4.1.733.6.3.18.1.6.0 (IpAddress): 172.23.100.62 
[3] .1.0.8802.1.1.2.1.2.2.0 (OctetString): 1133 
[4] .1.0.8802.1.1.2.1.2.3.0 (OctetString): 880 
[5] .1.0.8802.1.1.2.1.2.4.0 (OctetStrin",272868241,1/2/2020 16:05,Cancel,1,US-GNMC-HMC,1/2/2020 16:05,1,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GU-GCSC-MIS,12.244.104.206, 12.244.104.206 server is down at 2020-01-02 15:52:51,272868265,1/2/2020 16:05,Closed,1,GU-GCSC-MIS,1/2/2020 16:05,1,2020,,,,,,,,,,,,,,,,,,1/2/2020 16:05,1/2/2020 16:23,1/2/2020 16:07,1/2/2020 16:23,16,1,,AUTO TRANSMISSION SERVICE,18635 SW 107TH AV,CUTLER BAY,FL,33157,,,1002338,1002338,GU-GCSC-MIS,AIP,Auto Detect,Service restored before isolation,Network,Outage/Cannot Ping,0,0,0,MIS,,1,
US-ENTBB-SA,1206481_1, H L19250566 WIP,272868027,1/2/2020 16:05,Closed,0,US-ENTBB-SA,1/2/2020 16:05,1,2020,,,,,,,,,,,,,,,,,,1/2/2020 16:05,1/4/2020 22:11,1/3/2020 23:00,1/4/2020 22:11,16,1,,EarthLink,,,TX,,172691851,172691851,,DSL389315,US-ENTBB-SA,,Client,LEC/Access event caused by cabling due to LEC/PTT facility.,Cabling,Circuit Down,0,1,0,BROADBAND ACCESS,,1,
US-ENTBB-SA,917733_1,BW UPGRADE 18.0Mbps/1.5Mbps to 24.0Mbps/3.0Mbps 6641453 WIP,272867888,1/2/2020 16:05,Closed,9,US-ENTBB-SA,1/2/2020 16:05,1,2020,,,,,,,,,,,,,,,,,,1/2/2020 16:05,1/7/2020 16:21,1/7/2020 16:20,1/7/2020 16:21,16,5,,IKANO,,,CA,,,,,DSL343047,US-ENTBB-SA,,E-mail,BAN:143081611*Technology: FTTN*Speed upgraded to: 24.0Mbps/3.0Mbps,Network,MACD Request,0,1,0,BROADBAND ACCESS,,1,
US-ENTBB-SA,1444844_1,BW UPGRADE 12.0Mbps/1.0Mbps to 24.0Mbps/3.0Mbps 6641454,272868026,1/2/2020 16:05,Closed,9,US-ENTBB-SA,1/2/2020 16:05,1,2020,,,,,,,,,,,,,,,,,,1/2/2020 16:05,1/2/2020 22:06,1/2/2020 22:06,1/2/2020 22:06,16,5,,EarthLink,,,GA,,,,,HSIA-E1011623,US-ENTBB-SA,,E-mail,BAN:299320559*Technology: FTTP-GPON*Speed upgraded to: 24.0Mbps/3.0Mbps,Network,MACD Request,0,1,0,BROADBAND ACCESS,,1,
US-GNMC-HMC,172.23.100.172,"
[1] .1.3.6.1.4.1.733.6.3.18.1.5.0 (OctetString): ATT-1 
[2] .1.3.6.1.4.1.733.6.3.18.1.6.0 (IpAddress): 172.23.100.172 
[3] .1.0.8802.1.1.2.1.2.2.0 (OctetString): 4727 
[4] .1.0.8802.1.1.2.1.2.3.0 (OctetString): 7198 
[5] .1.0.8802.1.1.2.1.2.4.0 (OctetStr",272868242,1/2/2020 16:05,Cancel,1,US-GNMC-HMC,1/2/2020 16:05,1,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIRTL-DS1,  DHEC570256   ATI ,Express Ticketing: MPLS is flapping please assist,272868174,1/2/2020 16:05,Closed,24,VIRTL-DS1,1/2/2020 16:05,1,2020,272868174,1,,1/7/2020 18:55,1/7/2020 20:08,1/7/2020 21:13,,,,73,64,,,1/7/2020 18:55,1/7/2020 21:13,138,3,1/2/2020 16:05,1/18/2020 9:58,1/16/2020 9:57,1/18/2020 9:59,16,1,,TRIPLE S STEEL,,,TN,,,,RM1579,AV_12375392,VIRTL-DS1,,Web,Any LEC/PTT related outage that is not major (Unscheduled Maint.Emergency Maint.LEC/PTT Power Outage,Access Provider / IXC,Circuit Down,0,0,0,NB-IPVPN,,1,7369
US-GNMC-HMC,172.23.100.103,"
[1] .1.3.6.1.4.1.733.6.3.18.1.5.0 (OctetString): ATT-1 
[2] .1.3.6.1.4.1.733.6.3.18.1.6.0 (IpAddress): 172.23.100.103 
[3] .1.0.8802.1.1.2.1.2.2.0 (OctetString): 327 
[4] .1.0.8802.1.1.2.1.2.3.0 (OctetString): 76 
[5] .1.0.8802.1.1.2.1.2.4.0 (OctetString",272868245,1/2/2020 16:06,Cancel,1,US-GNMC-HMC,1/2/2020 16:06,1,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US-GNMC-HMC,172.23.100.150,"
[1] .1.3.6.1.4.1.733.6.3.18.1.5.0 (OctetString): ATT-1 
[2] .1.3.6.1.4.1.733.6.3.18.1.6.0 (IpAddress): 172.23.100.150 
[3] .1.0.8802.1.1.2.1.2.2.0 (OctetString): 278 
[4] .1.0.8802.1.1.2.1.2.3.0 (OctetString): 27 
[5] .1.0.8802.1.1.2.1.2.4.0 (OctetString",272868243,1/2/2020 16:05,Cancel,1,US-GNMC-HMC,1/2/2020 16:05,1,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US-GNMC-HMC,172.23.100.214,"
[1] .1.3.6.1.4.1.733.6.3.18.1.5.0 (OctetString): ATT-1 
[2] .1.3.6.1.4.1.733.6.3.18.1.6.0 (IpAddress): 172.23.100.214 
[3] .1.0.8802.1.1.2.1.2.2.0 (OctetString): 8318 
[4] .1.0.8802.1.1.2.1.2.3.0 (OctetString): 10018 
[5] .1.0.8802.1.1.2.1.2.4.0 (OctetSt",272868299,1/2/2020 16:06,Cancel,1,US-GNMC-HMC,1/2/2020 16:06,1,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIRTL-DS1,  DHEC232121811ATI ,Circuit Down,272868300,1/2/2020 16:06,Closed,0,VIRTL-DS1,1/2/2020 16:06,1,2020,,,,,,,,,,,,,,,,,,1/2/2020 16:06,1/4/2020 18:49,1/2/2020 18:45,1/4/2020 18:50,16,1,,SEARS HARDWARE STORE,2500 MORELAND RD,ABINGTON,PA,19090,,,AN1861,AV_12351894,VIRTL-DS1,,Client,"Any outage caused by cust related issue (ex. Virus,Cust Equip, inside wiring, info needed by cust",Customer / Equipment,Circuit Down,0,0,0,NB-IPVPN,,1,
GR-GCSC-HMC,CTAC-USUSPSWKFMA01R,$ Dup of Tkt # 272867521 (INC000004691949) | No connection to Postal network,272868303,1/2/2020 16:06,Closed,8,GR-GCSC-HMC,1/2/2020 16:06,1,2020,,,,,,,,,,,,,,,,,,1/2/2020 16:06,1/2/2020 19:07,1/2/2020 19:07,1/2/2020 19:07,16,4,,USPS,,,,,INC000004692015,4692015,,EV_USPSUCC,GR-GCSC-HMC,,e-Bonding,Used for Duplicate Tickets,DUP,Other,1,1,0,OUTSOURCING,,1,
US-ENTBB-SA,1347594_1,S YM290610,272868369,1/2/2020 16:06,Closed,0,US-ENTBB-SA,1/2/2020 16:06,1,2020,,,,,,,,,,,,,,,,,,1/2/2020 16:06,1/15/2020 19:00,1/10/2020 23:00,1/15/2020 19:00,16,4,,Expereo USA Inc,,,MO,,,,,HSIA-E1008343,US-ENTBB-SA,,Client,NO TROUBLE FOUND,Customer / Equipment,Circuit Down,0,1,0,DSL,,1,
US-GNMC-HMC,172.23.100.22,"
[1] .1.3.6.1.4.1.733.6.3.18.1.5.0 (OctetString): ATT-1 
[2] .1.3.6.1.4.1.733.6.3.18.1.6.0 (IpAddress): 172.23.100.22 
[3] .1.0.8802.1.1.2.1.2.2.0 (OctetString): 296 
[4] .1.0.8802.1.1.2.1.2.3.0 (OctetString): 45 
[5] .1.0.8802.1.1.2.1.2.4.0 (OctetString)",272868306,1/2/2020 16:06,Cancel,1,US-GNMC-HMC,1/2/2020 16:06,1,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL-GCSC-CMS,1404-2321998_S_1,Main line into the GVRA is down.,272868331,1/2/2020 16:06,Closed,8,IL-GCSC-CMS,1/2/2020 16:06,1,2020,,,,,,,,,,,,,,,,,,1/2/2020 16:06,1/3/2020 16:52,1/3/2020 15:00,1/3/2020 16:52,16,3,,GTA-VOCATIONAL REHABILITATION ADMIN,200 Piedmont Avenue SE,ATLANTA,GA,30334,INC000002038158,2038158,,MR_GATA_GVRA,IL-GCSC-CMS,,e-Bonding,Client-caused Outages/No call back/User Error,Human Error,Other,1,1,0,VOICE,,1,
GA-ECOE-OEW,  BBEC500883   ATI ,test,272868396,1/2/2020 16:07,Closed,24,GA-ECOE-OEW,1/2/2020 16:07,1,2020,,,,,,,,,,,,,,,,,,1/2/2020 16:07,1/2/2020 16:08,1/2/2020 16:08,1/2/2020 16:10,16,5,,AT&T OCS DATA COMM NETWO,,,,,test,test,SS0024,AV_12347705,GA-ECOE-OEW,,Web,"The customer requested to close this trouble report.

",AT&T,Other,0,0,0,NB-IPVPN,,1,
MO-BGTN-VOIP,SA4CA08SDA,acme334-6-2:.1.3.6.1.4.1.9148.3.3.1.4.1.1.1.1:apEnvMonStatusChangeNotification An object has exceeded its monitoring threshold. The Object = apEnvMonFanStatus: (left) Fan 1 speed;its previous state was normal; its current state (that caused this trap) is ,272868335,1/2/2020 16:07,Closed,1,MO-BGTN-VOIP,1/2/2020 16:07,1,2020,,,,,,,,,,,,,,,,,,1/2/2020 16:07,2/12/2020 14:24,2/12/2020 14:24,2/12/2020 14:24,16,3,,,,,,,,,,VOIP,MO-BGTN-VOIP,,Auto Detect,,Network,Server Issue,0,1,0,VOIP,,1,
MO-BGTN-VOIP,SD4CA01GC01MBT04,!!!!TICKET STORM!!!! - 2020-01-02 16 sd4ca01gc01mbt04.els-an.att.net:Traps has exceeded the alarm threshold in the last 30 sec.,272868346,1/2/2020 16:07,Closed,1,MO-BGTN-VOIP,1/2/2020 16:07,1,2020,,,,,,,,,,,,,,,,,,1/2/2020 16:07,1/2/2020 16:22,1/2/2020 16:22,1/2/2020 17:27,16,3,,,,,,,,,,VOIP,MO-BGTN-VOIP,,Auto Detect,,AT&T Facilities,Other,0,1,0,VOIP,,1,
US-GNMC-HMC,172.23.100.56,"
[1] .1.3.6.1.4.1.733.6.3.18.1.5.0 (OctetString): ATT-1 
[2] .1.3.6.1.4.1.733.6.3.18.1.6.0 (IpAddress): 172.23.100.56 
[3] .1.0.8802.1.1.2.1.2.2.0 (OctetString): 3183 
[4] .1.0.8802.1.1.2.1.2.3.0 (OctetString): 2932 
[5] .1.0.8802.1.1.2.1.2.4.0 (OctetStri",272868348,1/2/2020 16:07,Cancel,1,US-GNMC-HMC,1/2/2020 16:07,1,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GU-GCSC-HMC,USPLHMDALTX01R, USPLHMDALTX01R router is down at 2020-01-02 16:00:37,272868339,1/2/2020 16:07,Closed,1,GU-GCSC-HMC,1/2/2020 16:07,1,2020,,,,,,,,,,,,,,,,,,1/2/2020 16:07,1/9/2020 1:06,1/9/2020 1:06,1/9/2020 1:06,16,4,,"PLAZA HOME MORTGAGE, INC",,,,,,,TE5564,AM_12368574,GU-GCSC-HMC,AIP,Auto Detect,WCB Closure,Customer / Equipment,Outage/Node Down,0,1,0,EVPN,WAN,1,
VIRTL-DS1,  DHEC385570812ATI ,Informational,272868397,1/2/2020 16:07,Closed,24,VIRTL-DS1,1/2/2020 16:07,1,2020,,,,,,,,,,,,,,,,,,1/2/2020 16:07,1/3/2020 16:48,1/2/2020 16:08,1/3/2020 16:48,16,4,,ALLIANT TECHNOLOGIES1,,,,,T20191214.0093,91214.0093,SZ7389,AV_12358326,VIRTL-DS1,,Web,"Any outage caused by cust related issue (ex. Virus,Cust Equip, inside wiring, info needed by cust",Customer / Equipment,Informational,0,0,0,NB-IPVPN,,1,
US-GNMC-HMC,172.23.100.139,"
[1] .1.3.6.1.4.1.733.6.3.18.1.5.0 (OctetString): ATT-1 
[2] .1.3.6.1.4.1.733.6.3.18.1.6.0 (IpAddress): 172.23.100.139 
[3] .1.0.8802.1.1.2.1.2.2.0 (OctetString): 425 
[4] .1.0.8802.1.1.2.1.2.3.0 (OctetString): 172 
[5] .1.0.8802.1.1.2.1.2.4.0 (OctetStrin",272868350,1/2/2020 16:07,Cancel,1,US-GNMC-HMC,1/2/2020 16:07,1,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US-GNMC-HMC,172.23.100.70,"
[1] .1.3.6.1.4.1.733.6.3.18.1.5.0 (OctetString): ATT-1 
[2] .1.3.6.1.4.1.733.6.3.18.1.6.0 (IpAddress): 172.23.100.70 
[3] .1.0.8802.1.1.2.1.2.2.0 (OctetString): 922 
[4] .1.0.8802.1.1.2.1.2.3.0 (OctetString): 673 
[5] .1.0.8802.1.1.2.1.2.4.0 (OctetString",272868312,1/2/2020 16:07,Cancel,1,US-GNMC-HMC,1/2/2020 16:07,1,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ER-GCSC-HMC,BMBBDMHAM0001R,BMBBDMHAM0001R router is down at 2020-01-02 16:00:53 || Circuit flapping hard || Restored,272868313,1/2/2020 16:07,Closed,1,ER-GCSC-HMC,1/2/2020 16:07,1,2020,,,,,,,,,,,,,,,,,,1/2/2020 16:07,1/2/2020 17:02,1/2/2020 16:40,1/2/2020 17:02,16,2,,"M-BACARDI-MARTINI B.V., AMSTERDAM, SUCCURSALE DE",65 PITTS BAY ROAD,HAMILTON,,HM 08,,,,AM_12365992,ER-GCSC-HMC,AIP,Auto Detect,Circuit issue came clear before provider was engaged,Access Provider / IXC,Outage/Node Down,0,1,0,EVPN,UNREACH,1,
